class12,DTPM_mean,DTPM_std,DTPM_min,DTPM_max,DTPM_count,DGPM_mean,DGPM_std,DGPM_min,DGPM_max,DGPM_count,GF_mean,GF_std,GF_min,GF_max,GF_count,AKM2_mean,AKM2_std,AKM2_min,AKM2_max,AKM2_count,MSAN_mean,MSAN_std,MSAN_min,MSAN_max,MSAN_count,MXSAN_mean,MXSAN_std,MXSAN_min,MXSAN_max,MXSAN_count
CON_A01_2015,82.07354470756592,42.17488403162185,11.527158017268976,215.94059353727275,216,1.2820847462978746,0.4373870512441658,0.30943064923250296,2.96635284782683,216,0.019927193406084086,0.01832098658460442,0.005498528434577789,0.17843652880707625,216,0.22388802150332973,0.06754772466497037,0.00012110439999687605,0.2499900001001071,216,0.0,0.0,0.0,0.0,216,0.0,0.0,0,0,216
COT_A01_2011,23.05773354768093,1.160671970889886,20.832934418846133,24.83270033751079,18,0.3937193848454765,0.03521133242230498,0.32736958286507856,0.4632120089378636,18,0.01709883174213398,0.00160568899550446,0.01537927213438476,0.021011005687677133,18,0.5709251139829479,0.3051943533027774,0.15508643220055648,1.0008500473986952,18,3.9083891842251557,0.24622626062315253,3.6577602267664466,4.648049361311488,18,21.27777777777778,2.080880909489326,19,29,18
DUC_A01_2008,36.18111117642049,9.429674683844711,22.204548539212727,52.9974367652801,14,0.0,0.0,0.0,0.0,14,0.0,0.0,0.0,0.0,14,1.3697233434497842,0.5372186132807107,1.184040701702567,3.2306942819988285,14,3.6298112277336676,0.30634571460685606,3.1821799395507857,4.302466136013999,14,22.5,8.933515114874565,11,39,14
DUC_A01_2012,23.08472121072966,3.157088079098199,16.79683333022342,31.83146483523846,23,0.28328644602159964,0.04607676064755895,0.1599937744899598,0.3821802776290896,23,0.01233170219385854,0.0017644651055904793,0.008712991018655651,0.015286082379683237,23,0.5442462693479512,0.4430403854880829,0.0023875928998973142,0.9999800001002142,23,0.0,0.0,0.0,0.0,23,0.0,0.0,0,0,23
DUC_A01_2017,17.04504982825154,2.0134346764464346,12.906463690316667,19.753587069761807,20,0.09861991513754262,0.007285189421614741,0.0856142835640586,0.11250811888512811,20,0.005827576382630348,0.0004478073626345581,0.005147674360680542,0.0068025513149180565,20,0.6267546977902071,0.38797295801228165,0.0426097124000399,0.9999800001002142,20,12.605775897205005,0.9742348376125604,10.19032429754111,13.4277733853764,20,27.0,0.7254762501100114,25,28,20
FN1_A01_2016,31.446159123062653,3.6025049244933074,16.60545688593068,37.29073760155804,60,0.25860228575929173,0.037196550968268995,0.1527458951186131,0.3440134931924961,60,0.008299224275977879,0.0014066762435602253,0.005872605080152008,0.013318220459053556,60,0.1717670014667031,0.06322132189108608,0.0002125204999923862,0.21143788559999138,60,6.337512691172802,1.185992441979632,4.752091576897949,11.21620855766506,60,16.75,2.1283000298240737,14,27,60
FN1_A01_2018,27.841642727401453,1.685275601181481,20.27908206406404,31.180976962567343,50,0.2304310614657549,0.033993044141036086,0.15504933174032257,0.3476532397338495,50,0.008312042502502698,0.001553501633133574,0.006021586138776854,0.017143440646651138,50,0.21037239319003667,0.005927377318764672,0.17046871199983737,0.21143788560010782,50,8.97333312691866,0.13276421719783954,8.460107742405224,9.175568423524993,50,20.18,0.38808793449160384,20,21,50
FN2_A01_2013,34.86836938909929,10.255139395673524,18.218356643136023,57.78167485510781,51,0.5894813599094546,0.20023772965034295,0.3097831187814768,1.2136932908340134,51,0.01792988647172497,0.006688306295794963,0.009048810623916272,0.035293243109866305,51,0.2048116233000584,0.026295119424390577,0.06032391500001799,0.21006789929999575,51,0.0,0.0,0.0,0.0,51,0.0,0.0,0,0,51
FN2_A01_2016,30.7673207829566,2.2879264191898665,24.51395010293891,35.73886210463962,51,0.31165975978895183,0.16059905574174146,0.20327171701831964,1.1698477226565394,51,0.010406276217187645,0.006550441356564669,0.006258052803089814,0.04709082199655106,51,0.20487626059031463,0.026302120099116234,0.06034637880013341,0.21013092030015224,51,6.10352002493632,0.24800135805404805,5.575610250509535,6.918204912076555,51,17.666666666666668,2.15096877398689,15,26,51
FN2_A01_2018,25.722812031034522,1.6607165365958234,20.453235629071518,29.06397505074991,50,0.26137152191326246,0.1169972018512328,0.17951998221184737,0.823928425959668,50,0.010429667288552508,0.005880192518836906,0.00722435011791827,0.040283524861394776,50,0.2089545149240518,0.00547457082712702,0.17653031130017827,0.21006789929999575,50,7.972194374504695,0.11840582261495027,7.634989242941444,8.286220655816225,50,20.78,0.41845195759647963,20,21,50
FN3_A01_2014,16.260458417604102,7.8167304531454285,3.1601645336738042,53.176743974653014,262,0.4921449117699715,0.26438970561041364,0.07256623223514923,2.098085083899591,262,0.0343867238170155,0.028994311197331816,0.004596191726854892,0.28178030687938216,262,0.269972759978657,0.24572666769224646,5.5604999999923164e-05,0.9999800001002142,262,0.013987486495890922,0.09001135998099896,0.0,0.9718509167540493,262,0.1297709923664122,0.7868356195433409,0,5,262
FNA_A01_2013,37.17365065399896,7.9833711740344455,21.864240654959126,49.036267414849625,20,1.4743068884364794,0.8472679566693687,0.6855815901907467,3.1474037461437443,20,0.047215440607866394,0.04100077822175333,0.017607512864406736,0.13742750309889656,20,0.6002130514148758,0.358303698770663,0.04536932100003933,1.0004100389997999,20,0.0,0.0,0.0,0.0,20,0.0,0.0,0,0,20
FNA_A01_2018,22.999153832813004,1.9211309607229772,20.551130038623928,28.025632071831854,20,0.7113818496876332,0.21250205520557866,0.2842786855452222,0.9887442762312443,20,0.03130713348514217,0.010198031081907429,0.012294485700021002,0.048111431068412876,20,0.5999845001001718,0.29093587814808247,0.1950196961995294,0.9999800001002142,20,10.868670202733561,0.11324819656100395,10.587596345365752,11.035283833407746,20,20.85,0.36634754853252327,20,21,20
FNB_A01_2014,24.90361640182398,10.407258241069856,8.155906593148359,43.02846010226365,21,1.1632230580070373,0.5695239824088492,0.4075176694301047,2.725068792584276,21,0.051925617873497074,0.032802440206588776,0.022564402753589195,0.1466755231608835,21,0.6124654335333396,0.39084073479320885,8.386560000265539e-05,1.0065504992989867,21,0.0,0.0,0.0,0.0,21,0.0,0.0,0,0,21
FNC_A01_2017,14.636019424305655,0.15041662938700665,14.52965880566288,14.742380042948431,2,0.1698600303983291,0.004456007089288961,0.16670915756847754,0.17301090322818066,2,0.011607794099742063,0.0004237499399659884,0.01130815764366472,0.011907430555819404,2,0.3014633529001091,0.009167719887319806,0.2949807959997665,0.3079459098004517,2,13.110876233037919,0.011195551675204196,13.102959782529258,13.11879268354658,2,28.5,0.7071067811865476,28,29,2
FNC_A03_2017,11.378526917449918,2.2904206338978597,8.86547041962476,13.573316733740175,4,0.1434667098103971,0.013312033223588492,0.1278708860859347,0.1567503368368275,4,0.012826861286883595,0.001449122390674859,0.01154841811413579,0.014423474450140566,4,0.33245534092504786,0.3861537373582829,0.023529642499975512,0.8432900539001825,4,11.743354323861613,1.368369049866547,10.176453716719035,12.902530812948843,4,23.75,3.774917217635374,20,27,4
FNC_A04_2017,10.127895858705964,3.677071364865103,5.848406891981242,13.857366067347243,6,0.12339932459615255,0.13969493782051945,0.0,0.37798863395953486,6,0.013460730354384417,0.016661445499380825,0.0,0.0452131276861977,6,0.19666456648324462,0.33391802707695956,0.0003022008000033694,0.8557514424002006,6,12.694861856524673,0.8911000190173448,11.098934925404889,13.370989404820195,6,24.333333333333332,2.8047578623950176,20,27,6
FND_A01_2017,7.59273608484673,0.9604240393379515,6.042525199740826,8.688086158781251,5,0.15954246518141668,0.022291402996138472,0.13137446686656465,0.19023512553838842,5,0.02124096243493491,0.0035712036057536077,0.01674450400762427,0.02483584899663143,5,0.5874228489801409,0.3173701193123018,0.042359608200058234,0.8213117868002904,5,13.18664641800583,0.36905073204338146,12.607753585535184,13.513195619699808,5,26.8,0.44721359549995765,26,27,5
FND_A02_2017,9.206995828207926,2.149684941533267,6.505921000097701,11.21611941222355,4,0.10324087932907972,0.04015916995177025,0.06012258399227774,0.14224037280886195,4,0.011947140013244022,0.006336384749133121,0.006987954956742645,0.02032345970249694,4,0.26759843420000007,0.2934989659773998,0.02702811309987472,0.6753065585005592,4,13.34379392434078,0.6075694386353001,12.514711357927535,13.976903394699963,4,27.0,0.0,27,27,4
FND_A03_2017,9.711155280212418,2.5515823691867094,5.5333909196805475,13.473452467699124,12,0.14218005683339352,0.03671105268094212,0.079488903062327,0.1961249224787951,12,0.014909174151843703,0.002697912029307152,0.010428270736024293,0.019710715196560643,12,0.5233682401335911,0.30231350825817893,0.004620194100121776,0.9999800001002142,12,12.875505101797932,0.7069728086740317,11.276314351295223,13.534425755220575,12,27.083333333333332,1.7816403745544238,22,29,12
FST_A01_2013,21.46492748392991,7.641954010680761,11.136054354647337,33.57529150246533,20,0.31205025216696564,0.13920090534109172,0.1393651743272613,0.5250004999573866,20,0.014347843062215,0.0035542071273984583,0.008665702723930352,0.0243513882567137,20,0.6728135081200814,0.39065311279093734,0.0001483045000045253,0.9999800001002142,20,0.0,0.0,0.0,0.0,20,0.0,0.0,0,0,20
FST_A01a_201,48.907506625546645,12.731829072118217,29.97378816557417,69.38843341396318,11,0.5800785759628864,0.2488529249078716,0.3363646010129513,0.9695892410636593,11,0.012985130136521483,0.006692979630960873,0.0053040390141086535,0.023095472808178558,11,0.3961642049271889,0.28217644075630205,0.08494655349984609,0.8200617993002485,11,9.116695228740987,0.9523690967186654,8.0450910472778,10.318068222424722,11,19.363636363636363,1.9116865471476892,17,21,11
FST_A01b_201,45.99007997854837,6.299481525644206,38.50773405469202,52.446561937052344,6,0.8812307359926091,0.10833098464429522,0.7579235171162573,1.0093638056445629,6,0.019279049492806444,0.002087893064033734,0.01715643337218244,0.023228912807403773,6,0.3289828113166748,0.27711782818686703,0.07188431279982618,0.807371926200185,6,9.586534366700105,0.5378807740403991,8.759779805801953,10.041604013139635,6,21.0,0.0,21,21,6
FST_A02_2014,40.80530660816934,4.395156861421929,35.550371217428705,46.54411852200666,8,1.0040355863563093,0.1380144025794065,0.7953867586559853,1.1495609215273337,8,0.02486955889448269,0.004446553072664364,0.018063399095353826,0.03173261158758316,8,0.21677302836246548,0.18984741954098677,0.027090996999993042,0.4401655983000239,8,8.494564871298673,1.6446454633910121,6.686847520064962,10.195548034543958,8,18.625,3.3779748793788102,13,21,8
FST_A03_2014,46.41582429157606,5.1041545350279725,40.921146767862915,54.57346236617085,10,0.8631984636241435,0.1500859734580999,0.6657259168604643,1.0813736830862815,10,0.018717582333111243,0.003517901257303838,0.014589622352922283,0.025466042219118454,10,0.19317768025003837,0.07734476339956714,0.08640391859987559,0.281467185300035,10,9.649025566645303,0.5572247750627175,9.018470291578824,10.273413126233333,10,21.0,0.0,21,21,10
FST_A03_2015,48.94123308964054,4.424046051781127,43.09283218276891,58.02687314142355,12,0.46113414521793183,0.12078810486267609,0.31235487767311404,0.7330355172065045,12,0.009568682254946538,0.0028648742758602182,0.006078614875969919,0.015134578614502132,12,0.17554734637499078,0.12341413789467956,0.0035464787998412167,0.28018719810000675,12,7.836629382316141,0.19999391154350898,7.6371604812433,8.34055008089425,12,17.083333333333332,0.7929614610987601,16,19,12
