class,DTPM_mean,DTPM_std,DTPM_min,DTPM_max,DTPM_count,DGPM_mean,DGPM_std,DGPM_min,DGPM_max,DGPM_count,GF_mean,GF_std,GF_min,GF_max,GF_count,AKM2_mean,AKM2_std,AKM2_min,AKM2_max,AKM2_count,MSAN_mean,MSAN_std,MSAN_min,MSAN_max,MSAN_count,MXSAN_mean,MXSAN_std,MXSAN_min,MXSAN_max,MXSAN_count
JAM_A07,54.95450009006719,3.9978653421492183,48.79882747882162,60.55564814380454,8,0.40547966059460405,0.04690315315817885,0.35991316832462134,0.4829747573856458,8,0.0074253181181657395,0.001113071684018091,0.005963677163319039,0.00901832893483241,8,0.31248875010010596,0.2173336068803456,0.05934792599981722,0.594924050700126,8,8.143623713099885,0.10893623987169015,8.008585620383599,8.321458570198201,8,17.125,0.35355339059327384,17,18,8
JAM_A08,67.10176006387262,3.6411678641633656,62.29455682423305,70.42438686055006,5,0.3706897640707884,0.025598198761158007,0.34356430686042255,0.4121414854182511,5,0.005529836620586089,0.0003560552584155418,0.005096144655528009,0.005922140539690039,5,0.44998400014014805,0.10389260463373633,0.2644747104004421,0.49998500010010244,5,7.940420426827005,0.06328839830039308,7.862574314598552,8.025516092675275,5,17.8,0.44721359549995765,17,18,5
MMA_A01,39.66036849529787,10.591178931097199,23.596714066917357,53.552949053614306,9,0.27095495251396134,0.09944248663142198,0.15538665003397448,0.4241087268033314,9,0.007203484463818682,0.00333749211775241,0.004379791933609148,0.01424792534380443,9,0.5509350625889815,0.34211479921328525,0.12750470219996404,0.9999800001002142,9,10.83284034359685,0.35982197585671827,10.490068442936336,11.670585104509309,9,20.333333333333332,0.49999999999999994,20,21,9
PAR_A01,20.80635386860374,13.155360766621975,5.952259852490897,45.257723876172456,38,0.4995829295755126,0.22099621174374928,0.1773907920088017,0.9406878652428841,38,0.029083105361042468,0.016663875925500993,0.01647545772935451,0.1056181102129745,38,0.560133041881613,0.41065528380450184,0.004375046399893525,1.0016704319996343,38,0.0,0.0,0.0,0.0,38,0.0,0.0,0,0,38
PRG_A01,13.030688697609099,71.93649558456904,1.8946120361908567,1428.5714603599397,391,0.510573752750451,0.5291833392951808,0.0,2.788805761418873,391,0.07701325460522278,0.09829638343580772,0.0,0.47451465981744956,391,0.2930377360542617,0.23880161451334486,1.39999996884726e-09,0.6660833390998545,391,0.0,0.0,0.0,0.0,391,0.0,0.0,0,0,391
RIB_A01,31.55062315477979,21.13218998452937,4.965652052062021e-08,86.20047600088151,37,0.2947578923502601,0.2364784790876687,5.466011297015717e-10,0.8437658752329473,37,0.008705712504317713,0.002284701423173136,0.005740775797170995,0.01317090832734943,37,39449786.11477888,239963676.69518954,0.0023531013999986356,1459642061.9101145,37,9.73822561351911,1.0967675303002642,7.495805044577861,11.015878572820853,37,20.89189189189189,12.849089426846524,15,96,37
SAN_A01,34.11326892207738,10.2305355450598,15.24559833004687,51.41382827141304,13,0.6024122478371609,0.27508220646244214,0.31458099625682373,1.2142989417481185,13,0.021126168657177227,0.019029125940848494,0.009524066033170214,0.07964914957485865,13,0.4850124261309131,0.3540995474921452,0.015451198200079447,0.9999800001002142,13,0.0,0.0,0.0,0.0,13,0.0,0.0,0,0,13
SAN_A02,39.717834386084355,14.95328417434924,15.066043676325048,61.67886629545873,18,0.6795533409281013,0.45625630969433145,0.30295291997039714,2.2424766693952622,18,0.023428744334253234,0.0300869656889652,0.007918091473745028,0.12374184770197146,18,0.46408708502793605,0.36833649729585344,0.005326524000083515,0.9999800001002142,18,0.0,0.0,0.0,0.0,18,0.0,0.0,0,0,18
SDM_A01,15.815769121809122,5.962080486917433,6.300967690815661,24.79466289077304,21,0.2143764244581404,0.09001609625857386,0.07386659897325175,0.37602552047272636,21,0.014161909469424316,0.004541908187852834,0.007307646189525141,0.022869473957289246,21,0.5373169579905982,0.3750211903398553,0.008735166199983335,0.9999800001002142,21,0.0,0.0,0.0,0.0,21,0.0,0.0,0,0,21
SFX_A01,26.249861881482673,5.6464201082090195,17.780621154686227,36.137601679900136,18,2.8123027211406892,2.100010181100968,0.7509008873266966,7.509516671060581,18,0.12580052518196005,0.11664013505377835,0.025706029235140287,0.4223427632662533,18,0.595022460322355,0.30269761516121846,0.13139991200003465,1.0008900988008296,18,0.0,0.0,0.0,0.0,18,0.0,0.0,0,0,18
SFX_A02,17.809564801309882,5.571892936430076,10.531299655092468,28.069737818448544,19,1.105156756112941,0.3577935978925869,0.29676560405730684,1.652301383492892,19,0.06294126723865018,0.015447576794301494,0.02817939036743715,0.10051134889399481,19,0.6270849390580328,0.3898504433358029,0.003093350399943013,1.0012203321004962,19,0.0,0.0,0.0,0.0,19,0.0,0.0,0,0,19
ST1_A01,11.066975044972626,6.268270187002568,3.789514797464908,25.367368628873525,144,0.09672124222893055,0.02612021456979578,0.0,0.19489694165857355,144,0.01226328226330792,0.007291877079227464,0.0,0.037338922527557834,144,0.3005946227431314,0.17950247273664957,9.575999999154359e-06,0.47444525550005945,144,3.503440516938719,3.6037280862592773,0.0,11.384762254451992,144,9.472222222222221,9.65484366605727,0,26,144
ST2_A01,16.61261133877889,3.455139305061084,9.066169872433662,28.970173526167468,143,0.3661198138588778,0.22377517992119234,0.08864676934394239,1.120269270595809,143,0.023453149133100468,0.01848576246410381,0.005685948456815396,0.11905748727942927,143,0.29802659723022856,0.17824599046373943,0.00031927840000681434,0.4744834215005487,143,3.3742662470254836,3.521771483659233,0.0,11.93731249013106,143,9.405594405594405,9.602110802448788,0,26,143
ST3_A01,20.922316724529942,11.824616577716245,4.761946252036824,60.964892429374245,419,0.5163354787551417,0.5739950705930633,0.03410072101872885,4.3125867450095585,419,0.026805216797996426,0.028842583934159834,0.0038240917782026767,0.21950385595552052,419,0.2650024928759631,0.26129017573292784,2.1357000015647614e-06,0.9999800001003306,419,2.8502476214987,3.74677490869172,0.0,9.552290972639398,419,7.274463007159905,9.525266922150871,0,21,419
TAC_A01,15.994118954430977,7.027214336100288,7.086755555236803,27.358973538483404,18,0.88376130477997,0.3916930149013872,0.1879789602671119,1.4784749312510035,18,0.060993095692222964,0.034313441234851944,0.01699892950595676,0.14849195775941443,18,0.7242992257218948,0.3309368716453991,0.10249330519990389,1.000350030000326,18,0.0,0.0,0.0,0.0,18,0.0,0.0,0,0,18
TAL_A01,12.335211638793568,6.491431797802523,4.577946069544335,24.713190261374645,22,0.217788105767817,0.09361019630882755,0.08608637567810319,0.515137467987545,22,0.023423834929970345,0.016358130350723477,0.006701144254618744,0.057942482761886675,22,0.5919806749268403,0.3363769262993531,0.020408497300034696,0.9999800001002142,22,4.8413408335576555,5.434622704001406,0.0,10.960768348560249,22,9.5,10.65363787633126,0,21,22
TAN_A01,22.357353281052497,13.130669719256542,3.796326673973014,48.735373702590074,42,0.7789965536120536,0.4286377291949695,0.15983208605820415,2.097895632051207,42,0.041993287885882545,0.029165004007935456,0.02028827191120858,0.16563148729643346,42,0.515207244159509,0.3560182755045465,0.011124174399829375,1.0006701119996344,42,2.7166392922436633,2.782074031494034,0.0,7.166150356691669,42,5.904761904761905,6.007351284395072,0,12,42
TAP_A01,34.43589888197696,14.49413678325403,13.40399799912014,61.1410889639949,25,0.32463546286187767,0.25555699398081394,0.0,0.7122511163771936,25,0.012566464293364913,0.009600372968564289,0.0,0.02565484058322231,25,0.7453589986481449,0.3317708916791601,0.01061713080003008,1.000060000000056,25,1.141044170980723,1.6996367402959092,0.0,3.70652887053849,25,8.48,13.889804414269722,0,38,25
TAP_A02,23.815557731030616,6.2987595863222285,11.678064473451512,40.05403421174265,32,1.22752975863047,0.8122231660204354,0.3800186991286227,4.404207218366318,32,0.05330810800712555,0.0396886474501117,0.02078790232640719,0.22325437040517443,32,0.5076628017656444,0.28943620590204644,0.05052909250000041,1.3848500071011767,32,6.081966518939528,6.23230073166041,0.0,13.6094074185167,32,12.125,12.540900826830068,0,28,32
TAP_A03,23.60047849661462,8.300750377827958,5.914403590390045,42.82671734582138,63,1.0539164664374325,0.8499509276337385,0.14584971476838238,4.71113326763707,63,0.048330120445102834,0.04077509838645244,0.008898629618737126,0.19145018519097126,63,0.47428198309210123,0.35652326419797803,0.01238259839991112,1.000780084498863,63,5.751879670231043,6.368582088442919,0.0,15.303167368268253,63,11.365079365079366,12.593267002010329,0,29,63
TAP_A04,16.843576272362814,8.266915611622922,7.557387913420812,30.93433368363123,21,0.09729779974488985,0.08309310307862096,0.0,0.21982439646630925,21,0.0043903579905748644,0.0035936679797630633,0.0,0.008633761517753932,21,1.3416285506143046,1.060422894236705,0.004979650199969605,2.6446306260013004,21,9.647786044574298,1.7680594258513809,7.4683790375554935,12.49462244322551,21,20.047619047619047,1.2835961388299058,18,21,21
TAP_A05,20.084647406652486,10.652999071407445,9.883269186261296,35.091601795103564,5,0.12239013843151461,0.12133520949437389,0.0,0.2709749967941212,5,0.004510267136512363,0.004167922576946416,0.0,0.008313317361504506,5,0.4033461563597836,0.29471363155655783,0.021688053000056714,0.7020608129995494,5,9.550651770131422,1.9761657449467624,7.3966262342447875,11.227484522847815,5,20.6,0.5477225575051664,20,21,5
TAP_A06,14.120842779159357,7.115703093569253,6.4521330108996295,20.47440120575098,5,0.0772113748989829,0.07057120500112554,0.0,0.1343070797125438,5,0.004049237043883861,0.0037546906356094364,0.0,0.007824474840517933,5,0.822682260680808,0.6538119142806117,0.003990854399836523,1.4336522487018977,5,10.021695056593428,1.837066055135093,8.064752816586605,12.021312935199918,5,21.6,1.3416407864998738,20,23,5
